ProductID,Product Name,Category,Customer ,Paper,GSM,Print Size,Ups,Dimension,Ink,Plate No,Coating,Special Effects,Pasting,folding Dim.,Folding ,Construction,Specification,Actual GSM USED,ArtworkCode,Delivery Address,product immage ,ArtworkCDR,ArtworkPDF
227,Strocoz 2 ml Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,32 x 26,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YARCLBXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/227.ArtworkPDF.112658.pdf
228,Strocoz 4 ml Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,18 X 23,6,105 x 20 x 100,,,UV,,Side Pasting,,,Window UV batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,290,YARCLAXIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/228.ArtworkPDF.112711.pdf
229,Strocoz 4 ml Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,40 x 32,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YARCLAXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/229.ArtworkPDF.112721.pdf
230,Strocoz Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,12,130 x 125,,72573                21-05-25,,,1+1,,Folding - 1 Horizontal + 1 Vertical,Folding - 1 Horizontal + 1 Vertical,Printed insert on Maplitho paper.,54,YARCLAXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/230.ArtworkPDF.112811.pdf
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
237,Tegonat 15 Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,12.5 x 19,2,,"072, 2945, 639, 1815, 485, 7512, 1375, Black",1377,UV,,Side Pasting,,,Window UV for batch coding.,Printed carton on ITC Cyber board with 9 special colour printing.,350,NCJGOBXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/237.ArtworkPDF.112448.pdf
238,Tegoyes 20 Sale Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,12.5 x 19,2,135 x 50 x 100,"072, 7416, 185, Black",70218,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 4 special Pantone colour printing.,320,NDQGOAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/238.ArtworkPDF.112517.pdf
239,Telapoint 400 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,15.75 x 20.75,4,77 x 33 x 112,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.,290,YY0TPAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
240,Telapoint 400 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,65 x 28,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YY0TPAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
241,Telapoint Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,186 x 176,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,0,YY0TPAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
242,Ticogrip -  400 mg - Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,18 X 25,4,77 x 33 x 112,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,0,YAKTPAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
243,Ticogrip -400 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 X 23,6,175 x 185,,,,,,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,0,YAKTPAXI/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
244,Ticogrip 400 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,65 x 28,,,UV,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YAKTPAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
245,Tigehope Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,12.5 x 18,4,68 x 35 x 100,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,290,YDNTGAXIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
246,Tigehope Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,246 x 200,BLACK,58902,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YDNTGAXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
247,Tigehope Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,70,,,62 x 20,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YDNTGAXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
248,Tigeo 50 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,340,18 X 25,8,100 x 68 x 35,,82593,Textured UV,Emboss,Lock Bottom,,,Window UV with special texture with embossing on brand name.,ITC Saffire board with 4 colour printing.,350,YDKTGAXIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/248.ArtworkPDF.112532.pdf
249,Tigeo 50 mg Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,20 x 62,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YDKTGAXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/249.ArtworkPDF.112544.pdf
250,Tigeo Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,200 x 246,BLACK,SG 14643,,,,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YDKTGAXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/250.ArtworkPDF.112557.pdf
251,Tigeplen 50 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,320,18 X 25,8,,,,UV,,Side Pasting,,,Window UV for batch coding.,Printed carton on ITC Saffire board with 5 special Pantone colour printing.,320,BDR/TIGEPLEN 50 MG/C/01,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
252,Tigeplen 50 mg Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,0,BDR/TIGEPLEN 50 MG/PI/01,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
253,Tigeplen 50 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 5 special Pantone colour printing.,0,BDR/TIGEPLEN 50 MG/L/01,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
254,Tigepoint Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,12.5 x 18,4,68 x 35 x 100,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,290,YY0TGAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
255,Tigepoint Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,246 x 200,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YY0TGAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
256,Tigepoint Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,62 x 20,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YY0TGAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
257,Tigiaeq Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12.5 x 18,4,68 x 35 x 100,,,Aqua,Emboss,Lock Bottom,,,Printed carton on ITC Saffire board with 4 colour printing & Spot UV on Brand Name and Logo,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,320,YF0TGAAIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
258,Tigiaeq Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,246 x 200,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YF0TGAAIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
259,Tigiaeq Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,62 x 20,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,0,YF0TGAAIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
260,Tigipure 50 mg Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,30 x 65,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,0,YS0TGAXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
261,Tigipure Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,4,95 x 35 x 78,,1897,Aqua,Foil + Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special Pantone colour printing.,300,YS0TGAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/261.ArtworkPDF.103537.pdf
262,Tigipure Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,200 x 246,,66366,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YS0TGAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/262.ArtworkPDF.103547.pdf
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
266,Tigiveri 50 Mg Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,2,400 x 200,BLACK,,,,2+2,,Folding ‐  3vertical + 2 horizontal.,Folding ‐  3vertical + 2 horizontal.,Printed insert on Maplitho paper.,60,YENTGAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
267,Tigiveri 50 Mg Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,20 x 62,CMYK,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,VENTGAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
268,Ultimus 7.5 miu  Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,8,84 x 51 x 32,308+186+black,6735,Aqua,Foil + Emboss,Lock Bottom,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 3 special Pantone colour printing.,320,YR0POAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
269,Ultimus 7.5 miu Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,200 x 180,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,0,YR0POAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
270,Ultimus 7.5 miu Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,25 x 55,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,0,YR0POAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
271,Vita-Pride Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,112 x 33 x 77,,,Textured UV,Emboss,Side Pasting,,,Window UV with special texture with embossing on brand name.,,350,BDR/Vita-Pride 600 mg/C/03,"LYKA LABS LIMITED - LL, Plot No. 4801/B, 4802/A-GIDC Industrial Estate, Ankleshwar 393002 Gujarat",,,
272,Vita-Pride Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,15 X 20,12,120 x 120,,,,1+2,,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,0,BDR/Vita-Pride 600 mg/PI/03,"LYKA LABS LIMITED - LL, Plot No. 4801/B, 4802/A-GIDC Industrial Estate, Ankleshwar 393002 Gujarat",,,
273,Zavireach Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,8,70 x 35 x 35,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,ITC Saffire white  board with 4 colour printing.,325,AAAXFAAXIN/C1,"Inject Care Parenterals Pvt. Ltd., Plot No. 130, GIDC Vapi, Silvassa Road, Vapi, Gujarat - 396195",,,
274,Zavireach Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,8,200 x 120,,,,,3,,Folding 3 Vertical,Folding 3 Vertical,Printed Leaflet on Maplitho Paper,0,AAAXFAAXIN/I1,"Inject Care Parenterals Pvt. Ltd., Plot No. 130, GIDC Vapi, Silvassa Road, Vapi, Gujarat - 396195",,,
275,Zavireach Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,27 x 75,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,AAAXFAAXIN/L1,"Inject Care Parenterals Pvt. Ltd., Plot No. 130, GIDC Vapi, Silvassa Road, Vapi, Gujarat - 396195",,,
276,Zevtaz Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,8,70 x 35 x 35,,,Aqua,,Side Pasting,,,Window Drip UV,ITC Saffire board with 4 colour printing.,340,AAADFAAXIN/C1,"Inject Care Parenterals Pvt. Ltd., Plot No. 130, GIDC Vapi, Silvassa Road, Vapi, Gujarat - 396195",,,
277,Zevtaz Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,8,200 x 120,,,,,3,,Folding 3 Vertical,Folding 3 Vertical,Printed Leaflet on Art Paper,0,AAADFAAXIN/I1,"Inject Care Parenterals Pvt. Ltd., Plot No. 130, GIDC Vapi, Silvassa Road, Vapi, Gujarat - 396195",,,
278,Zevtaz Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,27 x 75,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,AAADFAAXIN/L1,"Inject Care Parenterals Pvt. Ltd., Plot No. 130, GIDC Vapi, Silvassa Road, Vapi, Gujarat - 396195",,,
279,Z-Texel 60mg-1.5ml Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12 x 23,4,96 x 86 x 35,,23888,Aqua,Foil + Emboss,Lock Bottom,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 special Pantone colour printing.,350,BDR/Z-TEXEL 60MG/1.5ML/C/02,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,Product_Files_/279.ArtworkPDF.103842.pdf
280,Z-Texel 60mg-1.5ml Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,265 x 180,,,0,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,54,BDR/Z-Texel 60mg/1.5ml/PI/02,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,Product_Files_/280.ArtworkPDF.101046.pdf
281,Rucaven Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,2,450 x 270,,,,,,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,54,NHCRPAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
282,BD Mica 100 mg USP Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,4,78 x 35 x 95,,86522,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 3 special Pantone colour printing.,325,YS0MFAXIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
283,BD Mica 100 mg  USB Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,65 x 30,"534, 186,black",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,YS0MFAXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
284,BD Mica 100 mg USP Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,285 x 180,BLACK,67465. 21/11/24,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YS0MFAXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
285,Oluta 60mg 120 tab,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,105 x 58 x 58,,,Aqua,Emboss,Side Pasting,,,Window Varnish batch coding with Embossing on Brand Name.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,320,NGXAMAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
286,Oluta 60 mg 120 Tab Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,,,,Aqua,,with Back side nos,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NGXAMAXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
287,Oluta 60 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,190 x 240,,SG17590,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NGXAMAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
288,BD Poma 2mg Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,25 x 100,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,BDR/BDPOMA 2 mg/L/03,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
289,Caspothem 50 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,330,15.33 x 18,4,64 x 42 x 85,,,Textured UV,Drip Off,Side Pasting,,,Window UV with special texture.,Printed carton on ITC Cyber board with 3 special Pantone colour printing.,325,DGYCOBXIN/C1,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
290,Caspothem 70 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,330,15.33 x 18,4,64 x 42 x 85,,,Textured UV,Drip Off,Side Pasting,,,Window UV with special texture.,Printed carton on ITC Cyber board with 3 special Pantone colour printing.,325,DGYCOAXIN/C1,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
291,Caspothem inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,2,210 x 365,,88456 parker,,,3+2,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,58,DGYCOAXIN/I1,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
